,accident_date,operator_id,days_pick_start,days_absent,days_excused,days_holiday,days_late,days_medical,days_vacation,days_last_accident,days_employment,freq_absence_one_week,freq_extra_one_week,freq_absence_one_month,freq_extra_one_month,freq_absence_two_month,freq_extra_two_month
375,2018-11-26,218.0,84.0,21.0,7.0,52.0,386.0,297.0,120.0,500.0,966,0.0,0.0,0.17,0.0,0.15,0.0
376,2018-11-28,218.0,86.0,23.0,9.0,54.0,388.0,299.0,122.0,2.0,968,0.0,0.0,0.17,0.0,0.15,0.0
377,2019-02-12,218.0,36.0,60.0,1.0,130.0,464.0,8.0,198.0,76.0,1044,0.14,0.0,0.13,0.0,0.12,0.0
378,2018-05-11,219.0,39.0,83.0,87.0,-1.0,-1.0,709.0,5.0,-1.0,767,0.29,0.0,0.23,0.0,0.12,0.0
379,2018-09-20,222.0,17.0,15.0,82.0,313.0,-1.0,326.0,25.0,-1.0,899,0.0,0.14,0.2,0.03,0.15,0.02
380,2018-10-16,223.0,43.0,32.0,130.0,26.0,-1.0,131.0,9.0,-1.0,925,0.0,0.0,0.27,0.0,0.18,0.0
381,2017-09-12,224.0,8.0,14.0,18.0,214.0,409.0,-1.0,23.0,-1.0,526,0.0,0.0,0.33,0.0,0.23,0.0
382,2018-06-04,224.0,63.0,72.0,5.0,114.0,674.0,-1.0,65.0,265.0,791,0.29,0.0,0.17,0.0,0.18,0.0
383,2019-05-17,225.0,46.0,92.0,14.0,349.0,388.0,-1.0,145.0,-1.0,1138,0.0,0.0,0.07,0.0,0.03,0.0
384,2016-06-09,226.0,66.0,1.0,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,66,0.14,0.0,0.33,0.0,0.67,0.0
385,2018-12-06,227.0,94.0,2.0,4.0,24.0,230.0,281.0,32.0,-1.0,976,0.29,0.0,0.13,0.03,0.25,0.02
386,2016-09-23,228.0,17.0,-1.0,16.0,-1.0,-1.0,4.0,40.0,-1.0,172,0.14,0.0,0.37,0.0,0.3,0.02
387,2017-11-02,228.0,129.0,9.0,24.0,224.0,-1.0,25.0,81.0,405.0,577,0.0,0.0,0.23,0.0,0.62,0.0
388,2018-02-28,228.0,58.0,12.0,15.0,342.0,-1.0,143.0,80.0,118.0,695,0.0,0.0,0.17,0.0,0.17,0.0
389,2018-12-04,228.0,92.0,21.0,4.0,621.0,50.0,422.0,114.0,279.0,974,0.14,0.0,0.1,0.0,0.08,0.0
390,2016-09-28,229.0,22.0,-1.0,57.0,-1.0,-1.0,58.0,-1.0,-1.0,177,0.0,0.0,0.0,0.0,0.05,0.0
391,2018-10-08,230.0,35.0,45.0,18.0,-1.0,27.0,558.0,37.0,-1.0,917,0.0,0.0,0.1,0.0,0.18,0.0
392,2016-05-19,236.0,45.0,34.0,3.0,-1.0,-1.0,-1.0,25.0,-1.0,45,0.14,0.0,0.23,0.0,0.26,0.0
393,2019-01-11,236.0,4.0,188.0,51.0,69.0,-1.0,47.0,17.0,967.0,1012,0.0,0.0,0.03,0.0,0.07,0.0
394,2016-06-01,237.0,58.0,31.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,58,0.0,0.0,0.03,0.0,0.1,0.0
395,2016-12-03,237.0,88.0,12.0,3.0,194.0,-1.0,-1.0,125.0,185.0,243,0.29,0.0,0.23,0.0,0.2,0.0
396,2017-01-30,237.0,28.0,35.0,24.0,252.0,-1.0,-1.0,183.0,58.0,301,0.0,0.0,0.03,0.0,0.22,0.0
397,2019-05-26,237.0,55.0,67.0,83.0,97.0,319.0,189.0,53.0,846.0,1147,0.0,0.14,0.0,0.1,0.02,0.07
398,2016-04-14,238.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10,0.0,0.0,0.0,0.0,0.0,0.0
399,2016-08-15,238.0,49.0,-1.0,114.0,21.0,-1.0,18.0,22.0,123.0,133,0.0,0.0,0.3,0.0,0.28,0.02
400,2017-05-20,238.0,47.0,7.0,21.0,299.0,-1.0,31.0,265.0,278.0,411,0.0,0.0,0.33,0.0,0.2,0.0
401,2017-09-29,238.0,25.0,139.0,28.0,115.0,-1.0,163.0,61.0,132.0,543,0.0,0.0,0.03,0.0,0.03,0.0
402,2018-11-13,238.0,71.0,42.0,4.0,160.0,-1.0,206.0,79.0,410.0,953,0.14,0.0,0.17,0.0,0.22,0.0
403,2016-11-27,239.0,82.0,49.0,44.0,-1.0,-1.0,-1.0,105.0,-1.0,237,0.0,0.0,0.0,0.03,0.05,0.02
404,2019-03-23,239.0,75.0,524.0,26.0,290.0,705.0,-1.0,118.0,846.0,1083,0.0,0.0,0.1,0.0,0.05,0.0
405,2019-04-21,239.0,20.0,22.0,55.0,319.0,734.0,-1.0,147.0,29.0,1112,0.0,0.0,0.03,0.03,0.07,0.02
406,2017-07-18,240.0,22.0,50.0,11.0,42.0,75.0,179.0,86.0,-1.0,470,0.0,0.0,0.07,0.0,0.12,0.0
407,2017-11-01,240.0,58.0,9.0,19.0,148.0,181.0,285.0,66.0,106.0,576,0.0,0.0,0.07,0.0,0.07,0.0
408,2016-06-23,241.0,80.0,12.0,-1.0,17.0,-1.0,22.0,-1.0,-1.0,80,0.0,0.0,0.2,0.0,0.1,0.0
409,2018-07-27,241.0,32.0,11.0,7.0,130.0,73.0,49.0,25.0,764.0,844,0.0,0.0,0.27,0.0,0.2,0.0
410,2019-06-04,241.0,64.0,70.0,62.0,442.0,95.0,13.0,23.0,312.0,1156,0.0,0.0,0.3,0.0,0.18,0.0
411,2016-12-31,242.0,116.0,25.0,36.0,85.0,81.0,-1.0,41.0,-1.0,271,0.0,0.0,0.07,0.0,0.17,0.0
412,2018-10-23,242.0,50.0,29.0,4.0,16.0,742.0,-1.0,9.0,661.0,932,0.14,0.0,0.33,0.0,0.32,0.02
413,2019-04-26,242.0,25.0,14.0,169.0,201.0,927.0,-1.0,194.0,185.0,1117,0.0,0.0,0.07,0.0,0.08,0.0
414,2018-04-13,243.0,11.0,42.0,1.0,153.0,608.0,-1.0,5.0,-1.0,739,0.57,0.0,0.43,0.0,0.37,0.0
415,2017-04-26,245.0,23.0,130.0,40.0,144.0,-1.0,-1.0,31.0,-1.0,387,0.0,0.0,0.0,0.0,0.17,0.0
416,2018-05-28,245.0,56.0,105.0,83.0,176.0,-1.0,-1.0,43.0,397.0,784,0.0,0.0,0.0,0.0,0.13,0.0
417,2019-07-26,245.0,25.0,36.0,94.0,235.0,-1.0,-1.0,41.0,424.0,1208,0.0,0.0,0.0,0.0,0.03,0.0
418,2016-07-21,246.0,24.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,108,0.0,0.29,0.0,0.1,0.03,0.05
419,2016-12-09,248.0,94.0,-1.0,14.0,-1.0,134.0,-1.0,-1.0,-1.0,249,0.0,0.0,0.03,0.0,0.02,0.0
420,2018-03-02,248.0,60.0,218.0,35.0,-1.0,196.0,292.0,-1.0,448.0,697,0.0,0.0,0.0,0.0,0.2,0.0
421,2018-07-12,248.0,17.0,106.0,7.0,-1.0,328.0,424.0,-1.0,132.0,829,0.0,0.0,0.27,0.0,0.13,0.0
422,2016-05-12,249.0,38.0,4.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,38,0.43,0.0,0.43,0.0,0.36,0.0
423,2016-11-09,249.0,64.0,16.0,55.0,-1.0,94.0,2.0,122.0,181.0,219,0.29,0.0,0.13,0.0,0.08,0.0
424,2017-01-20,249.0,18.0,13.0,42.0,46.0,166.0,14.0,194.0,72.0,291,0.0,0.0,0.13,0.0,0.17,0.0
425,2019-01-11,249.0,4.0,23.0,38.0,34.0,472.0,31.0,194.0,721.0,1012,0.0,0.0,0.1,0.0,0.15,0.0
426,2019-05-31,249.0,60.0,16.0,2.0,36.0,14.0,103.0,40.0,140.0,1152,0.14,0.0,0.13,0.0,0.37,0.0
427,2018-06-19,251.0,78.0,181.0,48.0,290.0,18.0,1.0,247.0,-1.0,806,0.29,0.0,0.13,0.0,0.1,0.0
428,2016-08-12,252.0,46.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,130,0.43,0.0,0.27,0.0,0.33,0.0
429,2018-01-27,252.0,26.0,15.0,2.0,147.0,-1.0,7.0,132.0,533.0,663,0.14,0.0,0.17,0.0,0.25,0.0
430,2018-05-21,254.0,49.0,92.0,95.0,282.0,-1.0,236.0,85.0,-1.0,777,0.0,0.0,0.0,0.0,0.0,0.0
431,2018-12-30,254.0,118.0,101.0,39.0,505.0,-1.0,459.0,140.0,223.0,1000,0.0,0.0,0.0,0.0,0.03,0.0
432,2016-05-17,255.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,-1.0,43,0.0,0.0,0.0,0.0,0.14,0.0
433,2016-08-10,255.0,44.0,-1.0,82.0,-1.0,-1.0,10.0,122.0,85.0,128,0.0,0.0,0.67,0.0,0.8,0.0
434,2017-11-18,256.0,75.0,4.0,1.0,-1.0,334.0,211.0,104.0,-1.0,593,0.29,0.0,0.3,0.0,0.2,0.0
435,2018-06-11,261.0,70.0,63.0,10.0,121.0,-1.0,-1.0,190.0,-1.0,798,0.0,0.0,0.07,0.0,0.3,0.0
436,2019-07-02,261.0,1.0,35.0,82.0,142.0,-1.0,-1.0,212.0,386.0,1184,0.0,0.0,0.0,0.03,0.05,0.02
437,2017-11-02,264.0,59.0,79.0,15.0,286.0,125.0,183.0,95.0,-1.0,577,0.0,0.0,0.03,0.0,0.07,0.0
438,2019-07-26,265.0,25.0,46.0,7.0,240.0,175.0,476.0,278.0,-1.0,1208,0.0,0.0,0.1,0.03,0.1,0.02
439,2016-08-27,267.0,61.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,145,0.0,0.0,0.0,0.0,0.02,0.02
440,2017-03-04,267.0,61.0,78.0,9.0,72.0,-1.0,-1.0,125.0,189.0,334,0.0,0.0,0.03,0.0,0.02,0.0
441,2018-10-01,267.0,28.0,12.0,48.0,125.0,105.0,-1.0,141.0,576.0,910,0.0,0.0,0.03,0.0,0.03,0.0
442,2016-09-07,269.0,1.0,13.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,156,0.0,0.0,0.27,0.0,0.13,0.03
443,2017-11-06,269.0,63.0,100.0,3.0,131.0,209.0,-1.0,78.0,425.0,581,0.14,0.0,0.07,0.0,0.03,0.0
444,2017-06-19,270.0,77.0,107.0,350.0,28.0,-1.0,-1.0,92.0,-1.0,441,0.0,0.0,0.03,0.0,0.02,0.0
445,2018-01-21,270.0,20.0,135.0,9.0,206.0,-1.0,-1.0,189.0,216.0,657,0.0,0.0,0.07,0.0,0.03,0.0
446,2019-05-02,270.0,31.0,33.0,40.0,345.0,-1.0,-1.0,179.0,466.0,1123,0.0,0.14,0.0,0.03,0.05,0.02
447,2016-09-17,271.0,11.0,127.0,93.0,-1.0,-1.0,-1.0,55.0,-1.0,166,0.0,0.0,0.0,0.0,0.08,0.0
448,2017-10-18,271.0,44.0,11.0,101.0,341.0,-1.0,-1.0,24.0,396.0,562,0.0,0.0,0.37,0.0,0.2,0.0
449,2016-10-05,272.0,29.0,5.0,128.0,-1.0,-1.0,149.0,38.0,-1.0,184,0.29,0.0,0.1,0.03,0.17,0.03
450,2016-11-10,272.0,65.0,25.0,164.0,-1.0,35.0,7.0,74.0,36.0,220,0.0,0.0,0.07,0.0,0.1,0.02
451,2017-01-17,272.0,15.0,31.0,7.0,65.0,103.0,75.0,142.0,68.0,288,0.0,0.0,0.07,0.0,0.12,0.0
452,2017-05-15,272.0,42.0,3.0,62.0,183.0,91.0,193.0,260.0,118.0,406,0.14,0.0,0.03,0.0,0.02,0.02
453,2018-08-23,272.0,59.0,4.0,64.0,283.0,155.0,658.0,53.0,465.0,871,0.29,0.0,0.07,0.0,0.13,0.0
454,2018-04-10,273.0,8.0,35.0,6.0,284.0,303.0,38.0,324.0,-1.0,736,0.14,0.0,0.1,0.0,0.17,0.0
455,2018-04-17,273.0,15.0,42.0,1.0,291.0,310.0,45.0,331.0,7.0,743,0.29,0.0,0.1,0.0,0.18,0.0
456,2018-06-12,273.0,71.0,30.0,2.0,347.0,366.0,55.0,23.0,56.0,799,0.14,0.0,0.43,0.0,0.37,0.02
457,2019-01-27,273.0,20.0,23.0,6.0,211.0,595.0,92.0,154.0,229.0,1028,0.14,0.0,0.27,0.0,0.28,0.0
458,2016-09-07,275.0,1.0,9.0,141.0,136.0,116.0,-1.0,-1.0,-1.0,156,0.0,0.0,0.03,0.03,0.02,0.02
459,2017-08-26,275.0,61.0,34.0,132.0,489.0,98.0,-1.0,125.0,353.0,509,0.0,0.0,0.0,0.0,0.02,0.0
460,2017-11-21,275.0,78.0,63.0,13.0,83.0,185.0,-1.0,44.0,87.0,596,0.0,0.0,0.07,0.0,0.15,0.0
461,2018-01-09,275.0,8.0,16.0,20.0,132.0,234.0,-1.0,93.0,49.0,645,0.0,0.0,0.1,0.0,0.07,0.0
462,2018-03-28,275.0,86.0,94.0,98.0,210.0,38.0,-1.0,171.0,78.0,723,0.0,0.0,0.0,0.0,0.02,0.0
463,2018-04-16,275.0,14.0,113.0,5.0,229.0,57.0,-1.0,8.0,19.0,742,0.14,0.0,0.27,0.0,0.15,0.0
464,2018-06-25,275.0,84.0,183.0,8.0,299.0,30.0,-1.0,78.0,70.0,812,0.0,0.0,0.03,0.0,0.07,0.0
465,2019-07-17,275.0,16.0,18.0,38.0,686.0,121.0,-1.0,109.0,387.0,1199,0.0,0.0,0.03,0.0,0.07,0.02
466,2016-12-05,276.0,90.0,20.0,13.0,95.0,-1.0,-1.0,50.0,-1.0,245,0.0,0.0,0.13,0.0,0.22,0.0
467,2018-03-08,276.0,66.0,16.0,15.0,553.0,-1.0,1.0,207.0,458.0,703,0.29,0.0,0.2,0.0,0.13,0.0
468,2018-10-08,276.0,35.0,72.0,8.0,767.0,-1.0,131.0,43.0,214.0,917,0.0,0.0,0.07,0.0,0.15,0.02
469,2019-05-07,276.0,36.0,34.0,88.0,12.0,-1.0,210.0,79.0,211.0,1128,0.0,0.0,0.03,0.0,0.03,0.0
470,2016-08-07,278.0,41.0,51.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,125,0.0,0.0,0.0,0.0,0.07,0.0
471,2016-11-07,278.0,62.0,36.0,19.0,8.0,-1.0,-1.0,22.0,92.0,217,0.0,0.0,0.33,0.0,0.35,0.0
472,2018-02-13,279.0,43.0,14.0,4.0,-1.0,236.0,-1.0,107.0,-1.0,680,0.14,0.0,0.17,0.0,0.1,0.0
473,2019-01-07,279.0,126.0,152.0,78.0,303.0,130.0,19.0,71.0,328.0,1008,0.0,0.0,0.37,0.0,0.68,0.0
474,2019-02-19,279.0,169.0,40.0,2.0,346.0,173.0,62.0,114.0,43.0,1051,0.14,0.0,0.13,0.0,0.17,0.0
475,2017-12-01,281.0,88.0,111.0,49.0,53.0,160.0,-1.0,54.0,-1.0,606,0.0,0.0,0.0,0.0,0.13,0.0
476,2016-06-16,282.0,73.0,26.0,28.0,-1.0,-1.0,-1.0,46.0,-1.0,73,0.0,0.14,0.1,0.17,0.18,0.13
477,2016-11-24,282.0,79.0,187.0,189.0,-1.0,-1.0,-1.0,207.0,161.0,234,0.0,0.14,0.0,0.03,0.0,0.02
478,2019-03-13,282.0,65.0,1026.0,35.0,121.0,-1.0,124.0,143.0,839.0,1073,0.0,0.0,0.0,0.03,0.02,0.02
479,2017-09-21,283.0,17.0,3.0,39.0,177.0,96.0,-1.0,53.0,-1.0,535,0.14,0.0,0.03,0.0,0.18,0.0
480,2018-07-10,283.0,15.0,120.0,1.0,104.0,152.0,-1.0,9.0,292.0,827,0.14,0.0,0.3,0.0,0.18,0.0
481,2018-11-05,283.0,63.0,28.0,7.0,222.0,270.0,-1.0,127.0,118.0,945,0.0,0.0,0.2,0.0,0.18,0.0
482,2019-02-13,285.0,37.0,104.0,43.0,165.0,111.0,96.0,59.0,-1.0,1045,0.0,0.0,0.0,0.0,0.05,0.0
483,2019-05-03,285.0,32.0,16.0,60.0,244.0,190.0,175.0,138.0,79.0,1124,0.0,0.0,0.1,0.0,0.07,0.0
484,2019-06-11,285.0,71.0,3.0,99.0,283.0,229.0,29.0,177.0,39.0,1163,0.57,0.0,0.2,0.0,0.2,0.0
485,2019-04-11,286.0,10.0,8.0,83.0,150.0,590.0,-1.0,207.0,-1.0,1102,0.0,0.0,0.1,0.0,0.05,0.0
486,2016-10-12,288.0,36.0,7.0,-1.0,33.0,73.0,-1.0,80.0,-1.0,191,0.0,0.0,0.07,0.0,0.07,0.0
487,2018-02-09,288.0,39.0,24.0,6.0,316.0,457.0,-1.0,201.0,485.0,676,0.14,0.0,0.1,0.0,0.1,0.0
488,2018-06-29,288.0,4.0,38.0,17.0,456.0,597.0,-1.0,47.0,140.0,816,0.0,0.0,0.03,0.0,0.15,0.0
489,2018-08-02,288.0,38.0,16.0,7.0,490.0,631.0,-1.0,81.0,34.0,850,0.0,0.0,0.1,0.0,0.07,0.0
490,2018-05-24,289.0,52.0,1.0,22.0,359.0,656.0,-1.0,46.0,-1.0,780,0.29,0.0,0.1,0.0,0.17,0.0
491,2019-01-25,289.0,18.0,150.0,1.0,171.0,49.0,-1.0,159.0,246.0,1026,0.14,0.0,0.03,0.0,0.07,0.0
492,2016-04-26,290.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22,0.0,0.14,0.0,0.13,0.0,0.13
493,2018-07-27,290.0,32.0,26.0,21.0,-1.0,629.0,-1.0,306.0,822.0,844,0.0,0.0,0.07,0.0,0.03,0.02
494,2016-06-24,292.0,81.0,6.0,26.0,-1.0,-1.0,61.0,-1.0,-1.0,81,0.14,0.0,0.07,0.0,0.05,0.0
495,2016-08-08,292.0,42.0,2.0,35.0,-1.0,-1.0,106.0,22.0,45.0,126,0.14,0.0,0.27,0.0,0.17,0.0
496,2018-09-29,292.0,26.0,29.0,6.0,472.0,141.0,100.0,34.0,782.0,908,0.14,0.0,0.2,0.0,0.23,0.0
497,2018-06-25,294.0,84.0,185.0,308.0,-1.0,777.0,-1.0,-1.0,-1.0,812,0.0,0.0,0.0,0.0,0.0,0.0
498,2018-11-09,294.0,67.0,7.0,445.0,-1.0,28.0,-1.0,-1.0,137.0,949,0.0,0.0,0.07,0.0,0.03,0.0
499,2017-12-16,296.0,103.0,55.0,24.0,199.0,138.0,292.0,125.0,-1.0,621,0.0,0.14,0.07,0.07,0.05,0.03
500,2019-01-09,296.0,2.0,5.0,32.0,42.0,126.0,263.0,143.0,389.0,1010,0.29,0.0,0.2,0.0,0.17,0.0
501,2017-03-01,297.0,58.0,14.0,64.0,157.0,263.0,-1.0,185.0,-1.0,331,0.0,0.0,0.03,0.0,0.03,0.0
502,2016-12-30,298.0,115.0,91.0,5.0,212.0,39.0,236.0,138.0,-1.0,270,0.14,0.0,0.03,0.03,0.03,0.02
503,2017-08-21,298.0,56.0,15.0,4.0,446.0,86.0,217.0,8.0,234.0,504,0.14,0.0,0.3,0.0,0.23,0.0
504,2017-09-16,298.0,12.0,41.0,2.0,472.0,112.0,243.0,34.0,26.0,530,0.14,0.0,0.07,0.0,0.2,0.0
505,2018-07-26,298.0,31.0,20.0,7.0,306.0,425.0,556.0,25.0,313.0,843,0.0,0.0,0.27,0.0,0.27,0.03
506,2019-05-13,298.0,42.0,13.0,4.0,597.0,191.0,847.0,99.0,291.0,1134,0.14,0.0,0.2,0.03,0.25,0.02
507,2017-06-21,299.0,79.0,50.0,29.0,101.0,-1.0,-1.0,157.0,-1.0,443,0.0,0.0,0.03,0.0,0.03,0.0
508,2016-10-06,300.0,30.0,10.0,11.0,52.0,177.0,-1.0,39.0,-1.0,185,0.0,0.0,0.13,0.0,0.2,0.0
509,2017-11-01,300.0,58.0,10.0,7.0,78.0,568.0,108.0,66.0,391.0,576,0.0,0.0,0.33,0.0,0.32,0.0
510,2016-08-12,302.0,46.0,62.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,130,0.0,0.0,0.0,0.07,0.03,0.03
511,2016-09-08,302.0,2.0,25.0,72.0,-1.0,-1.0,-1.0,11.0,27.0,157,0.0,0.0,0.27,0.03,0.13,0.05
512,2017-05-20,302.0,47.0,60.0,102.0,142.0,-1.0,-1.0,20.0,254.0,411,0.0,0.0,0.23,0.0,0.12,0.0
513,2018-09-26,302.0,23.0,28.0,19.0,41.0,-1.0,185.0,87.0,494.0,905,0.0,0.0,0.07,0.0,0.08,0.0
514,2019-07-09,302.0,8.0,13.0,29.0,192.0,-1.0,1.0,254.0,286.0,1191,0.14,0.0,0.2,0.0,0.12,0.0
515,2018-02-21,303.0,51.0,21.0,3.0,483.0,670.0,34.0,178.0,-1.0,688,0.14,0.0,0.17,0.0,0.52,0.0
516,2018-03-31,305.0,89.0,1.0,40.0,67.0,99.0,66.0,118.0,-1.0,726,0.86,0.0,0.5,0.0,0.32,0.0
517,2018-09-18,305.0,15.0,123.0,3.0,106.0,34.0,237.0,93.0,171.0,897,0.14,0.0,0.07,0.0,0.15,0.0
518,2017-03-22,308.0,79.0,62.0,83.0,91.0,88.0,-1.0,206.0,-1.0,352,0.0,0.0,0.0,0.0,0.0,0.0
519,2018-02-02,308.0,32.0,13.0,16.0,169.0,160.0,-1.0,124.0,317.0,669,0.0,0.0,0.13,0.0,0.07,0.02
520,2019-02-28,308.0,52.0,32.0,51.0,69.0,101.0,-1.0,158.0,391.0,1060,0.0,0.0,0.0,0.0,0.08,0.0
521,2016-06-22,309.0,79.0,11.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,79,0.14,0.0,0.1,0.03,0.05,0.02
522,2016-09-16,309.0,10.0,16.0,30.0,-1.0,-1.0,-1.0,19.0,86.0,165,0.0,0.0,0.33,0.0,0.22,0.0
523,2018-02-12,309.0,42.0,55.0,49.0,142.0,126.0,-1.0,85.0,514.0,679,0.0,0.0,0.0,0.0,0.05,0.0
524,2016-11-18,310.0,73.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228,0.0,0.0,0.1,0.0,0.07,0.02
525,2018-03-16,310.0,74.0,11.0,9.0,292.0,-1.0,323.0,12.0,483.0,711,0.0,0.0,0.47,0.0,0.23,0.0
526,2018-12-30,310.0,118.0,44.0,20.0,216.0,-1.0,612.0,182.0,289.0,1000,0.0,0.0,0.03,0.0,0.13,0.0
527,2016-09-21,311.0,15.0,19.0,-1.0,-1.0,-1.0,76.0,-1.0,-1.0,170,0.0,0.0,0.03,0.0,0.02,0.0
528,2016-07-13,312.0,16.0,18.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,100,0.0,0.0,0.03,0.0,0.1,0.0
529,2018-01-14,312.0,13.0,69.0,157.0,216.0,425.0,-1.0,196.0,550.0,650,0.0,0.0,0.0,0.0,0.0,0.0
530,2016-05-06,313.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32,0.0,0.0,0.0,0.0,0.0,0.0
531,2017-11-05,314.0,62.0,-1.0,235.0,153.0,-1.0,-1.0,112.0,-1.0,580,0.0,0.0,0.0,0.0,0.0,0.0
532,2019-01-02,314.0,121.0,-1.0,15.0,211.0,-1.0,-1.0,185.0,423.0,1003,0.0,0.0,0.03,0.0,0.02,0.0
533,2019-04-17,314.0,16.0,56.0,37.0,94.0,-1.0,-1.0,10.0,105.0,1108,0.0,0.0,0.2,0.0,0.15,0.0
534,2016-08-31,315.0,65.0,21.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,149,0.14,0.0,0.23,0.0,0.12,0.0
535,2017-12-30,315.0,117.0,266.0,1.0,208.0,-1.0,-1.0,153.0,486.0,635,0.14,0.0,0.07,0.0,0.08,0.0
536,2016-09-15,317.0,9.0,59.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,164,0.14,0.0,0.03,0.0,0.03,0.0
537,2016-12-15,318.0,100.0,77.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,255,0.0,0.0,0.0,0.0,0.02,0.0
538,2017-11-26,318.0,83.0,28.0,56.0,57.0,49.0,122.0,21.0,346.0,601,0.0,0.0,0.3,0.0,0.22,0.0
539,2018-12-17,318.0,105.0,29.0,238.0,189.0,345.0,508.0,71.0,386.0,987,0.0,0.0,0.03,0.0,0.07,0.0
540,2017-07-10,319.0,14.0,79.0,19.0,71.0,-1.0,-1.0,-1.0,-1.0,462,0.0,0.0,0.1,0.03,0.05,0.02
541,2018-01-19,319.0,18.0,46.0,55.0,264.0,7.0,23.0,145.0,193.0,655,0.0,0.0,0.27,0.0,0.48,0.0
542,2018-11-23,319.0,81.0,83.0,33.0,164.0,167.0,331.0,26.0,308.0,963,0.0,0.0,0.13,0.0,0.15,0.0
543,2019-01-29,319.0,22.0,2.0,21.0,231.0,20.0,398.0,93.0,67.0,1030,0.43,0.0,0.2,0.0,0.17,0.0
544,2016-12-21,321.0,106.0,9.0,15.0,116.0,189.0,174.0,-1.0,-1.0,261,0.0,0.0,0.1,0.0,0.07,0.0
545,2017-10-28,321.0,54.0,25.0,6.0,2.0,169.0,75.0,83.0,311.0,572,0.29,0.0,0.27,0.0,0.22,0.0
546,2018-01-16,321.0,15.0,43.0,9.0,82.0,249.0,155.0,2.0,80.0,652,0.71,0.0,0.37,0.0,0.33,0.0
547,2018-05-20,321.0,48.0,6.0,14.0,206.0,373.0,41.0,126.0,124.0,776,0.14,0.0,0.13,0.0,0.27,0.0
548,2016-05-03,323.0,29.0,8.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,29,0.0,0.0,0.07,0.0,0.07,0.0
549,2018-11-12,323.0,70.0,11.0,63.0,-1.0,640.0,347.0,-1.0,923.0,952,0.0,0.0,0.1,0.0,0.12,0.0
550,2018-12-07,323.0,95.0,6.0,88.0,-1.0,665.0,372.0,-1.0,25.0,977,0.14,0.0,0.07,0.0,0.1,0.0
551,2016-11-28,324.0,83.0,107.0,32.0,29.0,142.0,-1.0,-1.0,-1.0,238,0.0,0.0,0.03,0.0,0.07,0.0
552,2017-01-27,324.0,25.0,42.0,17.0,89.0,202.0,-1.0,-1.0,60.0,298,0.0,0.0,0.03,0.0,0.05,0.0
553,2018-01-30,324.0,29.0,100.0,44.0,457.0,570.0,-1.0,184.0,368.0,666,0.0,0.0,0.0,0.0,0.02,0.0
554,2018-11-28,324.0,86.0,185.0,66.0,759.0,872.0,-1.0,31.0,302.0,968,0.0,0.0,0.0,0.03,0.12,0.02
555,2017-05-04,328.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,395,0.0,0.0,0.0,0.0,0.0,0.0
556,2016-06-27,329.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84,0.0,0.0,0.0,0.0,0.0,0.0
557,2017-07-15,329.0,19.0,-1.0,-1.0,26.0,-1.0,1.0,-1.0,383.0,467,0.14,0.0,0.07,0.0,0.03,0.0
558,2017-07-28,329.0,32.0,-1.0,-1.0,39.0,-1.0,14.0,-1.0,13.0,480,0.0,0.0,0.03,0.0,0.03,0.0
559,2018-09-12,329.0,9.0,31.0,26.0,35.0,-1.0,425.0,87.0,411.0,891,0.0,0.0,0.03,0.0,0.13,0.0
560,2017-09-08,75.0,4.0,30.0,1.0,-1.0,28.0,18.0,19.0,-1.0,522,0.14,0.14,0.4,0.03,0.27,0.02
561,2018-08-07,107.0,43.0,62.0,1.0,268.0,-1.0,667.0,86.0,-1.0,855,0.43,0.0,0.27,0.0,0.15,0.0
562,2019-07-30,107.0,29.0,42.0,6.0,625.0,169.0,1024.0,1.0,357.0,1212,0.29,0.0,0.07,0.0,0.12,0.0
563,2017-03-16,126.0,73.0,1.0,86.0,83.0,-1.0,296.0,18.0,-1.0,346,0.29,0.0,0.3,0.0,0.2,0.0
